review_body;Results;Value
Ich habe meine Ware nicht erhalten und werde bestimmt es nicht bekommen. Also, es ist ein Betrug. Das Geld wurde von meinem Konto aber abgezogen und ich weiß nicht, ob ich es zurückbekommen kann.;1;
Habe die falschen Folien geliefert bekommen.;1;
Mein Boot war nach dem Aufblasen asymmetrisch und auf einer Seite 10 cm höher - entsprechend war das Fahrverhalten :-( Ich habe das Boot gebraucht zurückgeschickt. Schade, dass so eine Menge Plastik auf dem Müll landet.;1;
Der Stecker rutschte sofort wieder aus dem Kopfhörer, das Kabel wurde sofort zurück gesendet. Der Betrag wurde von amazon erstattet.;1;
Für das Geld sollte man auch nicht zuviel erwarten.... Billiger Schrott der noch nicht mal richtig passt... egal .. mein Kind hat jetzt bessere Skater.;1;
Das Produkt passt perfekt auf das Huawei Mate 20 pro, leider hält die Glasscheibe nicht auf dem Display. Zusätzlich wird die Touchbedienung extrem gestört, der Display Fingerprint Reader funktioniert überhaupt nicht mehr. Daher leider absolut unbrauchbar.;1;
Bestellt wurde ein Vorhang mit Schlaufen. Geliefert wurde etwas ganz anderes, komplett ohne Schlaufen. Selbst 1 Stern ist da noch zu viel;1;
leider ist dieser Artikel nicht angekommen.Obwohl es laut Lieferschein zugestellt wurde war es nicht im Paket enthalten.Sehr schade da ich noch nicht gefunden habe wo ich sowas reklamieren kann.;1;
Artikel am 4.11. bestellt, am 20.12. immer noch nicht eingetroffen! Verkäufer bittet weiterhin um Geduld... Rate daher vom Kauf ab.;1;
Artikel war nicht funktionsfähig.;1;
Habe Heute dieses Produkt erhalten. Bei öffnen der Packung ist mir Aufgefallen das, das Produkt schon benutzt war und auch Flaschen Liquid fehlte... Ging gleich zurück.;1;
Von 5 Stück ist nun heute die letzte bei ähnlicher Nutzungsdauer in häuslicher Umgebung durchgebrannt. Wenn OSRAM keine Qualitätsprodukte mehr herstellen kann, dann ist das leider so. Aber schlechte Qualität bekommen wir für erheblich weniger Geld auch von irgendwo aus dem Internet. Für uns ein Grund, OSRAM Produkte künftig zu meiden.;1;
Leider waren alle cones eckig und nicht rund Und die meisten davon könnte ich im 6 Shooter nicht wirklich füllen alles ging daneben wenn sich ne kleine Lücke bat:( hab den six shooter verschenkt und die cones dazu... Ich glaube die Verpackung macht es noch schwieriger die cones als solches aussehen zu lassen es sind eher zerquetschte Papes mit Filtern dran! Also keine Kaufempfehlung!;1;
Schlechter Verkäufer, hatte sich nie gemeldet obwohl ich mehrmals ihn angeschrieben habe. Ich wollte diesen Artikel haben aber er wurde nie weg geschickt.;1;
Leider ein absoluter fehlgriff, ich liebe eigentlich lange romane, deren handlung sich über eine lange Lebensdauer oder sogar mehrere Generationen zieht. Aber dieser Geschichte fehlt für mich absolut der tiefgang. Die personen werden nicht greifbar, es ist eher eine Aufzählung von fakten bzw. Von Ereignissen, aber alles sehr kurz angebunden. beim ersten lesen habe ich es nach wenigen seiten wieder geschlossen, vor kurzen habe ich aus Ermangelung eines Internetzugangs auf dieses buch zurückgegriffen und mich durch das erste drittel gekämpft, dann wurde es etwas besser, aber nun habe ich nach 50% endgültig das handtuch geworfen. Es gibt keinen einzigen Charakter im buch, in den ich mich einfühlen könnte.;1;
Es ist vom stoff her sehr dünn und eng geschnitten. Es kleibt an der haut als wäre es eine tute;1;
"Bestellt hatte ich die Mix- Box; geliefert erhielt ich nur die Vanilla- Caramel- Bars! Es macht sich AMAZON zu einfach,wenn das richtige, bestellte Produkt im Lager fehlt, wird irgend etwas anderes geliefert.";1;
Defekt nach 9 Monaten;1;
Nach nur knapp 6 Monaten Nutzung ist die Halterung der unteren Schale auf der linken Seite abgebrochen. Dabei wurde das Macbook noch nicht einmal in einem Rucksack verstaut bzw. großartig herumgetragen. Nicht zu empfehlen, schade;1;
Mein Sohn (2 Jahre) hat sich zu Weihnachten sehr über sein Monster gefreut. Leider ist es jetzt schon kaputt und spricht nicht mehr. Update: Uns wurde sofort ein neues Produkt zugesandt, welches jetzt neuerlich nach kurzer Zeit leider nicht mehr funktioniert. Diesmal funktioniert die Aufnahme nicht mehr.;1;
Das Teil kann leider tatsächlich rein gar nix! Es wird lauwarm... Einen wesentlich besseren Effekt Krieg ich sogar mit meinem Föhn und einer Wimpernbürste hin. Für diesen Schrott überhaupt auch nur einen Cent zu verlangen ist echt mehr als eine Frechheit!!;1;
Verpackung defekt und teilweise bzw. Erste Blätter beschädigt und geknickt.;1;
Der Topper ist Spitze. Nach jahrelanger Schlaflosigkeit, komm ich endlich Nachts wieder zur Ruhe.;1;
Leider er die Halterung ausgerissen. Eine schlecht verarbeitete Schweißnaht! Wäre würde defekt angeliefert.;1;
Leider nach 3 Tagen den Geist aufgegeben;1;
Leider werde ich seit ich bei diesem Verkäufer bestellt habe regelmäßig von E-Mails belästigt! Es werden Emails versendet, mit wechselnden Namen die keinen Absender haben. Ich habe den Verkäufer darüber informiert, der hat weder was dagegen unternommen noch darauf reagiert! Einfach nur ärgerlich und lästig!;1;
Leider bleiben die knieschoner nicht am gewünschten Platz, für mich war es leider eine Geldverschwendung.;1;
Vor Monaten bestellt und immer noch nicht da. Keine Reaktion vom Verkäufer.;1;
Kann ich nicht weiter empfehlen ein schlauch war schon beim Auspacken defekt ein Loch an der Schweißnaht Lieber mehr geld investieren als so einen Schrot;1;
Leider habe ich die Rezensionen auch erst hinterher gelesen. Der Film ist eigentlich super - aber diese DVD ist ein Verbrechen. Bitte nicht mehr kaufen. Ich hab nach 5 Minuten abgestellt und das wars.;1;
Hautreizend, brennt, wenig effektiv.;1;
Paket sollte heute ankommen. Mit DHL ist das Paket noch nicht mal unterwegs! Obwohl es schon seit Montag bestell ist.;1;
Sehr eng liegende Hülle. Schwierig anzubringen, geht dabei sehr leicht kaputt. iPhone ist nicht geschützt wenn es auf das Display fällt.;1;
Also eine selten schlechtere Qualität einer Fahrradlampe gesehen. Unsauber verarbeitet! Billigstes Plastik! Fühlt sich an wie Müll!;1;
"Ich habe den pulli am 30.11 bestellt und er sollte bis zum 14.12 ankommen. Jedoch haben wir jetzt den 21.12 und der pulli ist immer noch nicht da! Ich vermute das er erst im neuem Jahr irgendwann ankommt aber was soll man im Januar mit einen weihnachtspulli? ;(";1;
Das Shirt ist viel zu groß! Es ist nicht grau, sondern schwarz. Der Stoff ist sehr dick... Absolut nicht wie erwartet.;1;
Patronen werden vom Drucker EPSON WF-2760 nicht erkannt. Man bekommt eine Fehlermeldung. Rücknahme und Gutschrift Fehlanzeige. Absoluter Nepp, nicht kaufen. Haben jetzt von GOHEPI Patronen bestellt, einwandfreie Funktion und super Druckbild.;1;
Zuvor habe ich schon mehrmals Converse Chucks gekauft und war bislang immer zufrieden. Bei diesem Schuh fiel mir direkt auf, dass das Weiß sehr sehr hell, fast blendend, ist. Nachdem ich in die Bewertungen geschaut habe, ist mir außerdem aufgefallen, dass bei meinem Exemplar ebenso die Größenangabe auf der Schuhsohle fehlt. Leider zu spät entdeckt... Vorsicht! Leider unseriöses Angebot.;1;
Sehr hübsche bunte Lichter, sehr effektvoll im dunkeln aber leider sehr sehr schlechte Qualität. Bei einem kleinen heftigen Regenguss brachen gleich 3 Leuchten weg, somit unbrauchbar. Außerdem füllt sich das Innere der Lampe bei Regen mit Wasser, was dann zur Verminderung der Beleuchtung führt. Für dieses Geld leider sehr schlechte Qualität. Kann ich nicht weiterempfehlen.;1;
brauch kein Mensch würde es nie wieder kaufen. Macht kein Spaß...das einzige die Verarbeitung ist gut mehr leider nicht :-(;1;
"Zwar relativ schwere Ausführung des Ganzen, aber im Detail wohl billiges Chinaplastik. Nach dem Ausfahren der Beide kamen mir gleich zwei Plastikteile entgegen. D.h. hier muss man unheimlich aufpassen nicht zu weit aufzudrehen , damit der Ganze untere Arm nicht gleich komplett abgeht. Auch ist es kaum möglich ihn wieder ordentlich anzubringen, da man die Plastikteile kaum wieder in den Fuß bekommt; und er ohne diese wackelt. Für den Preis sicherlich keine Empfehlung.";1;
Keine Girlande, sehr steif und nicht gerade viel Äste, Basteln und improvisieren ist angesagt ! Mit einer Heissklebepistole muss man unwiederbringlich kreativ werden. Fehlt in der Information zum Kauf. Ich habe zwei in Blau gekauft, gekommen ist eine in Blau und eine in Türkis, so sind sie nicht nebeneinander anzubringen ! Zwei Kugeln waren zerbrochen.. zu großer Aufwand für das Geld es zu reklamieren .. daher ... ich nicht noch einmal kaufen;1;
Ich habe das Produkt für meinen Gaskocher gekauft und bin sehr enttäuscht. Nahezu alles was ich darin gekocht habe ob mit oder ohne Fett (außer Wasser) haftete in den Töpfen an. Was nützt mir ein Topfset, wenn es gut zu verstauen ist und auch sicher auf dem Gaskocher steht, wenn alles anhaftet. Daher nur 1 Stern.;1;
Diese Teil ist extrem laut , auch mit nach justieren keine Chance das es stiller wird . Für mich durchgefallen und kein Euro Wert.;1;
Verbindungsqualität mangelhaft, stellt nur sporadisch eine Verbindung her. Anfangs ging es noch aber nun meldet das Iphone das dieses Zubehör nicht unterstützt wird. Somit wird der Artikel unbrauchbar;1;
Die erste Futterstation hat immerhin zwei Jahre gehalten, bevor der innere Metallring für die Deckelverschraubung sich von dem Drahtgeflecht gelöst hat. Aber bei der Ersatzbestellung rastet gleich bei der Lieferung der Deckel ganz schlecht ein, sodass ich mich jetzt endgültig für eine andere Futterstation entscheiden werde. Möglicherweise liegt das eigentliche Problem darin, dass das Drahtgeflecht recht flexibel ist, sodass sich der Zylinder in Längsrichtung verformt.;1;
Was nützt es ein Displayschutz zu haben, wenn man den Touchscreen nach Aufbringung der Folie nicht verwenden kann? Demnach Müll und eine klare Empfehlung das Ding NICHT zu kaufen.;1;
Keine Veränderung bemerkbar;1;
das ist der letzte Müll. Kaufe nichts mehr aus China. hat 3 Tage gehalten und richtig Kühl wird es auch nicht;1;
Der Preis war zwar nicht schlecht aber bei unserem Drucker haben die Patronen nicht lang gehalten. Könnt aber auch am Drucker liegen oder daran das wir nicht oft drucken und deshalb die Patronen eingetrocknet sind;1;
Leider kann der HP OfficeJet Pro 8725 das Papier schlecht bis gar nicht aufnehmen. Entweder ensteht ein Papierstau oder der Druck kommt komplett versetzt auf das Papier.;1;
Handy ist in komplett zerstörter Verpackung angekommen, gar nicht erst angenommen sondern sofort bei DHL gelassen. Sehr schade;1;
Mein Sohn hat sich sehr über die Lichteffekte beim Abspielen von Musik-CDs gefreut, leider war der Spaß nach 2 Tagen vorbei, da der Player die CDs nicht mehr lesen konnte, er fand einfach keine 'Tonspur'. Störend empfanden wir, dass das CD-Abspielgeräusch sehr laut ist und die CDs sehr 'tief' drin liegen und man nur mit dünneren Fingern an die CD herankommt. Mein Partner hatte da Schwierigkeiten. Außerdem muss man den CD-Deckel von Hand öffnen, per Knopfdruck wäre vielleicht schonender für den Deckel, ich befürchte, dass er bei 'rabiaten' Kindern abbrechen könnte. Schade, denn optisch sieht das Teil ziemlich cool aus (für Jungs in schwarz).;1;
Viel, viel zu groß, man passt samt Partner in den Reifen und hat immer noch Platz. Durch den riesigen Durchmesser bekommt man ihn auch nicht zum Kreisen. Geht sofort zurück. Schade;1;
Bei mir löscht sich die Aufzeichnung (Min/Max) von Temperatur und Luftfeuchtigkeit alle 1-2 Tage. Somit ist das Gerät für meinen Anwendungsfall unbrauchbar.;1;
Aufklappbarer Ständer geht sofort kaputt, da die Metallstäbe, die ihn halten, herausrutschen...;1;
Aufladekabel ist defekt zweite Akku schwer rausnehmen bar.;1;
Habe den Schuh aus Überzeugung gekauft, Qualität zu kaufen. ABER nach 4 Wochen und ca. 10mal tragen hat sich die Sohle gelöst! So ein kurzes Leben hatte noch kein Schuh bei mir. Würde einen Ersatz sehr angebracht finden.;1;
Leider lässt die Passform sehr zu wünschen übrig. Die Hülle liegt nur an den langen Seiten des Smartphones an. An den kurzen Seiten liegt sie nicht an sodass Platz zwischen Smartphone und Hülle ist. Sehr ernüchterndes Ergebnis, weil die Hülle nicht ihren Zweck erfüllt.;1;
Leider funktioniert die von ihnen gelieferte Wanduhr nicht, der Sekundenzeiger bewegt sich nicht einen Millimeter trotz AA alkaline Batterie!!!!!;1;
Funktioniert anfangs sehr gut, allerdings ist der Akku bei mittelmäßigem Einsatz nach nicht mal 9 Monaten defekt und der Wischer somit nicht mehr Einsatzfähig. Ein neuer Akku muss her... Für einen Preis von ca 20€ erwarte ich schon eine Haltbarkeit von mindestens 1,5 - 2 Jahre.;1;
Gerät war zu heiß.. Sobald man es im Strom hatte stank es stark.. Weiß nicht ob es defekt war Käufer kontaktiert und zurückgeschickt und da fing das Problem an normalerweise schickt man die Ware und muss nie was bezahlen aber bei den ist es anders Zurückgesendet AUF EIGENE KOSTEN GEHT GAR NICHT ÜBER 6€ Porto bezahlt nie nie wieder! Und kein Porto zurück bekommen nur das was man für das Gerät bezahlt hatte also Finger weg;1;
Die Stapelhilfe ist an sich gut. Allerdings fehlen zwei Stangen, sodass eine Seite nicht auf die Maximalhöhe aufgebaut werden kann. Da ich mangels Alternativen das Holz bereits aufgestapelt habe, möchte ich den Artikel nicht zurücksenden. Eine Abwicklung ohne eine Rücksendung habe ich nicht gefunden. Von daher Service = 0 Sterne.;1;
Diese Uhr habe ich einmal getragen, sie geht nicht. Reklamation eingeleitet, habe sie jedoch nicht zurück geschickt, weil ich für diese mangelhafte Ware auch noch hohe Rücksendungskosten tragen sollte. Dann lieber in die Müll. Ein Stern ist schon zuviel.;1;
Leider lässt sich das Eis sehr schwer aus der Packung nehmen. Man könnte sich er das Silikon kurz in heißes Wasser stellen, doch will ich ja nicht gleich alles Eisformen verspeisen. Daher nur einen Punkt. Haus Hygienischen Gründen werden ich es nicht zurücksenden. Geliefert wurde die Ware schnell.;1;
Leider ist der Stern nach 1 Woche aus der Halterung raus gefallen da es auf der Autobahn wahr ist der Stern weg die Fassung steckt noch drin;1;
Ich habe diese Lichterkette aufgrund der guten Bewertung gekauft. Leider hat diese einen Wackelkontakt und funktioniert nicht. Daher nur einen Stern.;1;
Rucksack ist nach 2 1/2 Monaten immer noch nicht angekommen. Verkäufer reagiert nicht auf Anfragen.;1;
anfangs sehr schöne kette allerdings nach ca 3-4 Monaten tritt eine rostige verfärbung auf der gesamten kette auf sehr schade das diese kette mit Herz so minderwertig ist nicht zum weiter empfehlen lieber etwas mehr geld ausgeben und im Fachgeschäft was kaufen gehen Produkt :-((((;1;
Das Zelt ist ziemlich billig gebaut und hält wohl nicht lange, rückblickend würde ich eine Black and White Zelt kaufen, Die kosten nen zwanziger mehr, sind größer, halten länger und besser und sind kühler. Was mich am meisten nervt ist die Tatsache, dass es vorne zum Eingang zwei Reißverschlüsse gibt (Vollkommen unnötig in der Mitte) und damit doppeltes Potenzial den Reißverschluss kaputt zu machen. Also für ein einziges Festival gehts klar, mehr aber auch nicht. Dafür ist es super leicht und günstig.;1;
Ich habe das Produkt dreckig erhalten. Geht gar nicht!!!! Und da soll mein Baby drin baden? Nein danke, Artikel geht zurück!;1;
Wir sind sehr sehr enttäuscht. Wir haben die Verpackung aufgemacht. Und da hat die Hälfte gefehlt. So geht unser 2 jähriger an seinem Geburtstag leer aus.... Ich muss leider einen Stern vergeben, sonst hätte ich garkeinen vergeben;1;
Langwierige Installation, das Anschließen an dem einen Rechner klappt, bei dem anderen nicht. Er verdruckt die Farben wahnsinnig schnell, hängt sich auf. Auch von der Haptik nicht wirklich wertig, kompliziertes Konstrukt! Manchmal druckt er nur aus dem einen Schacht, Betriebsanleitung auch wenig befriedigend an Information.;1;
Absolut nicht empfehlenswert! Das Resultat nach 10 Tagen Nutzung -Displayschaden Deluxe. Mir ist ein simples Buttermesser aufs Display gefallen und die Folie hat keinen Meter geholfen.;1;
